title,skills
microsoft azure security engineer associate,azure active_directory data_security multifactor_authentication microsoft azure rolebased_access_control rbac cloud_security active_directory threat_modeling security_strategy_data_storage application_security_database_architecture administration virtual_machines infrastructure_security kubernetes continuous_monitoring web_applications cyber governance system monitoring_network_security
ai mechanical engineer,machine_learning_methods artificial_intelligence machine_learning_aiml precision_medicine generative ai machine_learning artificial_intelligence_machine_learning_algorithms energy utility image_analysis_computeraided_design_design_thinking technical_design deep_learning_computer_vision medical_imaging statistical_machine_learning_reinforcement_learning electric_power_systems bioinformatics artificial_neural_networks
introduction financial engineering risk_management,financial_market securities_finance derivative financial_systems actuarial science mathematical_modeling applied_mathematics financial_trading capital_markets financial_services securities_trading future exchange equity finance financial_modeling market_liquidity risk_modeling_probability risk_management_portfolio_management
programming google go,go programming_language_object oriented_programming_oop algorithm json programming_principles os_process_management functional design_data_structures other_programming_languages system_programming development_environment software_design remote_access_systems_software_installation operating_system file_management program_development_computer_architecture
investment_management evolving volatile world hec paris axa investment manager,investment_management_portfolio_management investment asset_management wealth_management financial_market finance risk_management financial_regulation performance_analysis_risk_analysis microsoft excel
ibm ethical hacking open source tool,threat_detection penetration_testing cyber_threat_intelligence_threat_management_incident_response vulnerability scanning cyber_security_assessment vulnerability_assessments network_security_network monitoring bash_scripting_language network_troubleshooting anomaly detection cybersecurity_vulnerability data_ethics network_protocols information_systems_security system_configuration network_analysis
developing apis google cloud apigee api platform,oauth api_design restful_api api_gateway application_programming_interface_api cloud api continuous_deployment cicd application_deployment google cloud platform application lifecycle_management_security control proxy server continuous_integration application_security_software_design_documents middleware software_documentation network_security_application_performance_management
ai cybersecurity,anomaly detection generative ai intrusion_detection prevention malware_protection continuous_monitoring cybersecurity_threat_detection cyber_threat_intelligence feature_engineering network_analysis cyber_attacks email security system_design implementation network_security artificial_intelligence machine_learning_aiml threat_modeling jupyter authentication deep_learning_machine_learning_software
microsoft azure developer associate exam prep,cloud development microsoft azure cloud_storage_data_storage serverless_computing software_development cloud_security virtual_machines data_storage_technologies cicd continuous_deployment development_environment cloud_management_application_deployment cloud_applications data_security_cloud_computing microsoft power automateflow eventdriven_programming c_programming_language
immunology immune system failure,infectious_disease oncology microbiology epidemiology molecular cellular microbiology chronic_diseases public_health disease_prevention geriatrics public_health pathology pulmonology environment pharmacotherapy patient_treatment biology precision_medicine treatment_planning medical_science research molecular_biology pharmacology
mba essential,business administration leadership_studies supply_chain digital_transformation supply_chain_management_marketing financial_data innovation corporate_sustainability accounting_business_modeling change_management_business_economics project_management_business_strategies global_marketing digital_marketing sale
finance nonfinancial manager,financial_statement_analysis financial_statement financial_analysis income_statement_balance_sheet finance financial_modeling_risk_management financial_management corporate_finance microsoft excel accounting spreadsheet_software general finance cash_flow investment
web_applications everybody,database_design sql mysql php scripting_language relational database json jquery hypertext markup language html javascript jquery ajax databases_data_modeling_database application database_development debugging web_applications object oriented_programming_oop web_development authentication javascript
site_reliability_engineering measuring managing reliability,site_reliability_engineering service_level devops system monitoring continuous_monitoring risk_management_framework cloud_computing software_documentation
software_development_lifecycle,user_story agile_software_development_software_design_patterns design_thinking software_development_methodologies software_design agile_methodology agile_project_management_process_mapping software_engineering kanban_principles software_development_life_cycle software_quality_assurance application_security scrum_software_development object oriented_design_software_architecture user_experience_design_software_quality_sqasqc requirements_analysis
power electronics,power electronics control_system electronic_systems electrical_engineering semiconductor usb electrical_system electronic_components electric_power_systems_systems_analysis_simulation simulation_software electronics electronics_engineering basic electrical_systems_engineering_analysis mathematical_modeling_systems_design plot_graphics technical_design_engineering_design_process
diversity inclusion education,diversity_awareness pedagogy differentiated instruction teaching special_education disability cultural_diversity diversity_equity inclusion_initiatives curriculum development studentcentred learning student_engagement
ai web developer,prompt_engineering_cloud_applications openai html cs chatgpt application_deployment api_gateway cloud hosting generative ai web_development github cloud_security frontend_web_development version_control data_ethics application_programming_interface_api mobile_development debugging large_language_modeling artificial_intelligence
emotional_intelligence cultivating immensely human interaction,nonverbal_communication mentorship emotional_intelligence personal_development_selfawareness interpersonal_communications social_skills coaching empathy leadership_development team_performance_management resilience team building leadership
introduction osha safety standard compliance,occupational safety health administration osha occupational safety health safety_training health safety standard safety culture compliance_management regulatory_compliance labor_law
electronic music production,musical_composition file_management music_performance music media_production music_theory instrumental_music performing_arts creativity peer_review automation electronic_media design_software editing patch_management_software_installation system_requirements
payroll management,payroll payroll system payroll administration payroll processing payroll reporting income_tax human_resources software compensation_management_tax_compliance tax_law
competitive strategy organization design,mergers_acquisitions customer_retention business_research business_strategy organizational_structure organizational_strategy peer_review game_theory strategic_thinking competitive_analysis strategic_partnership product_strategy report writing_business consulting growth_strategies organizational_effectiveness strategic decisionmaking management consulting analysis_business reporting
fundamental reinforcement_learning,reinforcement_learning_machine_learning_machine_learning_algorithms artificial_intelligence markov model algorithm probability_distribution
machine_learning_theory handson practice python,unsupervised_learning supervised_learning deep_learning_machine_learning_algorithms exploratory_data_analysis dimensionality_reduction kera neural network library applied_machine_learning_machine_learning scikit learn_machine_learning_library_data_science computer_vision predictive_modeling image_analysis artificial_intelligence machine_learning_aiml artificial_neural_networks random_forest algorithm generative ai classification regression_tree_cart python_programming
principle sustainable finance,environmental social corporate_governance_esg stakeholder_engagement corporate_sustainability risk_management finance asset_management investment_management economics_policy social_studies banking business_strategy
project_management planning,project_closure work_breakdown_structure earned_value_management configuration_management_project portfolio_management_negotiation project_management_life_cycle_project_management_project_schedules agile_methodology_project control product roadmaps scheduling conflict_management agile_project_management_project_coordination risk_management_project_planning team_leadership stakeholder_engagement
human anatomy physiology,anatomy orthopedics kinesiology neurology medical_terminology biochemistry biology chemistry physical_therapy pathology molecular cellular microbiology pharmacology radiography life_science lifelong learning
auditing conceptual foundation auditing,financial auditing auditing auditor report generally accepted auditing standard audit planning external auditing certified public accountant financial_reporting internal control quality assessment ethical_standards conduct financial_statement business_ethics risk_analysis
thing work introduction physic,mechanics_torque_physics physic energy utility experimentation
certified associate project_management capm,stakeholder_management_project_documentation earned_value_management_user_requirements document risk_management_product_management ethical_standards conduct leadership_studies kanban_principles waterfall_methodology business_process team_leadership project_schedules performance_management scaled agile framework project_management_software communication_planning_business_modeling project_coordination user acceptance testing uat
digital signal processing,digital communication image_analysis telecommunication electrical_engineering electrical computer_engineering embedded_systems electronic_systems_electronics_engineering computer_engineering_engineering_calculations electronics programming_principles engineering_analysis numerical_analysis advanced_mathematics algorithm linear_algebra mathematical_modeling calculus applied_mathematics
anatomy chest neck abdomen pelvis,cardiology anatomy obstetrics gynecology gynecology urology patient positioning neurology pulmonology nephrology medical_terminology pathology radiology general medical_tests procedure surgery
software_testing automation,open_web_application_security_project_owasp cucumber software_software_testing selenium software gherkin scripting_language junit verification validation test_automation unit_testing security_testing_regression testing_test_case testability behaviordriven_development code coverage performance_testing development_testing_test_planning acceptance testing_software_quality_assurance
bigquery data analyst,looker software big_data sql_data_pipelines_data_transformation extract_transform_load_data warehousing_data_cleansing_data_analysis_data_visualization_software google sheet google cloud platform data_importexport_data_integrity
introduction mechanic,mechanics_torque_physics physic problem solving structural_analysis mechanical_engineering_engineering_calculations calculus engineering_analysis physical_science mathematical_modeling algebra applied_mathematics geometry trigonometry
comptia certification core,network_troubleshooting display device networking_hardware virtual_machines dynamic_host_configuration_protocol dhcp cloud_computing firewall mobile_security usb computer networking_network router network_infrastructure network switch cloud_security_network_protocols system_configuration data_storage system_support
core java,java programming spring_framework java eclipse software object oriented_programming_oop_object oriented_design integrated_development_environments development_environment java platform enterprise edition jee software_design_software_installation computer_programming_programming_principles program_development virtual_machines web_development debugging package software_management_data_structures file_management
machine_learning foundation product manager,deep_learning unsupervised_learning classification regression_tree_cart machine_learning regression_analysis artificial_intelligence machine_learning_aiml artificial_neural_networks decision_tree learning_computer_vision supervised_learning natural_language_processing random_forest algorithm data_science predictive_analytics algorithm performance metric
divide conquer sorting searching randomized algorithm,algorithm graph_theory data_structure theoretical_computer_science computational_thinking mathematical_theory_analysis_analysis_probability design_strategies
neuromarketing,research_design science research laboratory_research_research_methodologies research consumer_behaviour influencing marketing_psychology persuasive_communication statistical_analysis ethical_standards conduct data_analysis_data_collection advertising behavioral_economics experimentation decision making neurology qualitative_research_psychology
digitalisation aeronautics space,global_positioning_system human_factors manufacturing production manufacturing_processes digital_transformation control_system aerospace basic quality system standard telecommunication production_process_automation structural_analysis_engineering_analysis leadership big_data human machine interface cybersecurity robotic process_automation mathematical_modeling artificial_intelligence engineering_design_process
data_mining,data_visualization_data_visualization_software text_mining_data_presentation_data_mining interactive_data_visualization_data storytelling dashboard tableau_software plot_graphics natural_language_processing scatter plot unsupervised_learning_data_mapping unstructured_data statistical_analysis graphing big_data anomaly detection analytics
risk_management professional pmirmp certification course,risk_analysis_project_risk_management_risk_management_stakeholder_management_risk_mitigation contingency planning continuous_monitoring conflict_management_business_risk_management_risk_control performance_analysis_stakeholder_engagement agile_project_management_decision making project_management operational_risk agile_methodology risk appetite operational_analysis user_story
ecology ecosystem dynamic conservation,environment system thinking environmental_science natural_resource_management environmental_resource_management environmental_issue biology mathematical_modeling scientific_method
international business essential,financial_statement business_planning sampling_statistics descriptive_statistics organizational_structure change_management_data_presentation professional networking business mathematics verbal_communication_skills team building_team_management statistic business_strategy professionalism resource_allocation competitive_analysis linear_algebra mathematical_modeling_business_strategies
applied computational fluid dynamic,engineering_analysis thermal_management hydraulics mechanical_engineering_simulations numerical_analysis mathematical_modeling_engineering chemical_engineering civil_engineering physic
microsoft generative ai data_analysis,prompt_engineering_data storytelling_data_presentation dashboard interactive_data_visualization generative ai_data_ethics infographics_data_visualization anomaly detection excel_formulas predictive_modeling_data_visualization_software microsoft copilot business reporting risk_analysis text_mining risk_management predictive_analytics automation
data analytics public sector r,data_visualization exploratory_data_analysis plot_graphics statistical_analysis_data_presentation ggplot program_evaluation policy_analysis survey data_ethics_data_analysis tidyverse r_package statistical_visualization r_programming statistical_method public_policies data_visualization_software statistical_hypothesis_testing policy_development political_science
policy implementation making europe work,policy_analysis public_policies policy_development political_science environmental_policy program_evaluation governance research immigration law law_regulation compliance
fundamental immunology,public_health anatomy pharmacology molecular_biology infectious_disease medical_terminology oncology microbiology pathology laboratory_testing molecular cellular microbiology patient_treatment biology medical_science research biochemistry laboratory_research
bim application engineer,autodesk revit building_information_modeling autodesk construction estimating simulation simulation_software d_modeling construction_management_data_integration
source systems_data ingestion pipeline,apache airflow data_pipelines_data_integration infrastructure code iac terraform extract_transform_load amazon cloudwatch data_quality amazon_web_services cicd data_processing nosql
natural_language_processing probabilistic model,natural_language_processing markov model text_mining artificial_intelligence machine_learning_aiml artificial_neural_networks_machine_learning_methods data_processing algorithms_data_cleansing probability_statistics
go c_programming two successor language,c_programming_language go programming_language_data_structures object oriented_programming_oop_software_design_patterns debugging object oriented_design_programming_principles unit_testing algorithm c_programming_language computer_programming integrated_development_environments graph_theory software_testing_computer_science file_management artificial_intelligence integration_testing game_design
advanced business_analytics,data storytelling_data_presentation_data_governance_data_visualization_data_storage_technologies predictive_analytics exploratory_data_analysis_analytics_business_analytics_data_storage big_data risk_analysis_databases_data_modeling_business_analysis_business_intelligence_data_visualization_software_data_analysis_data_cleansing sql
data_visualization python,data_visualization_software plotly data_visualization dashboard interactive_data_visualization matplotlib seaborn data_presentation_data_analysis geospatial_information technology pandas_python_package scatter plot histogram heat map box plot python_programming
introduction ancient egypt civilization,ancient_history art_history anthropology social_studies timeline world_history liberal_arts cultural_diversity governance research_methodologies investigation storytelling
convolutional neural_network tensorflow,tensorflow kera neural network library computer_vision_image_analysis applied_machine_learning deep_learning artificial_neural_networks_machine_learning supervised_learning_data_processing
shrm certified professional shrmcp exam prep,talent_acquisition human_resources diversity_equity inclusion_initiatives recruitment_strategies human_resource_strategy leadership_development organizational_development talent recruitment tech human_capital organizational_change communication strategic_leadership organizational_effectiveness leadership_studies human_resources information system hris workforce_development intercultural_competence employee_training innovation
science stem cell,medical_science research healthcare_ethics clinical_research life_science biology precision_medicine molecular_biology emerging_technologies laboratory_research ethical_standards conduct
coaching skill manager,key_performance_indicators kpis employee coaching coaching gap analysis management_training development performance_management_performance_analysis expectation management_employee_performance_management_people_management_leadership management_performance_improvement accountability personal_development_leadership_development meeting_facilitation constructive_feedback people development_leadership_communication
nutrition lifestyle pregnancy,maternal_health_patient_education counseling preventative_care clinical nutrition nutrition diet food safety sanitation medical_science research chronic_diseases
design ventilation air conditioning system building,hvac fire life safety building service engineering_building_codes equipment_design thermal_management mechanical_engineering_hydraulics safety_assurance plumbing facility_repair maintenance drafting engineering_design energy utility control_systems_engineering_calculations architectural_engineering environmental_monitoring mechanical_design estimation environmental_issue
governmental accounting reporting,fund accounting governmental accounting financial_reporting nonprofit accounting_accounting generally accepted accounting principle gaap general ledger financial_statement cash_flow accrual_accounting revenue_recognition depreciation reconciliation budgeting accountability
agroforestry,land_management environment resource_management_water_resources natural_resource_management environmental_issue environment plant_operations management_systems thinking environmental_science environmental_engineering restoration cultural_diversity spatial_analysis mitigation research biology
schizophrenia,psychiatry clinical_psychology mental_health_diseases disorder pharmacology psychotherapy psychology mental behavioral_health mental_health_patient_evaluation neurology scientific_method magnetic_resonance imaging research_methodologies medical_imaging
strategic sale management,sale management_sales_strategy_customer_engagement sales_process sale enablement sale training sale business_planning conflict_management_marketing_marketing_planning strategic_marketing_market_intelligence sale competitive_intelligence marketing_effectiveness customer_relationship_building business_strategy_customer_analysis_business
managing ai project strategy delivery,stakeholder_management_project_management_data_ethics human_resources_management planning agile_methodology risk_analysis artificial_intelligence team_management_risk_management mlops_machine_learning_operations scalability performance_management_cost_management budget_management_business_ethics change_management
introduction machine_learning,pytorch_machine_learning_library reinforcement_learning_image_analysis applied_machine_learning deep_learning_machine_learning natural_language_processing supervised_learning_python_programming unsupervised_learning artificial_neural_networks computer_vision medical_imaging
learn english intermediate grammar,grammar vocabulary english_language multimedia content_creation photovideo_production technology language learning writing electronic_media oral_comprehension language_competency
entrepreneurial_finance strategy innovation,financial_modeling blockchain fintech entrepreneurial_finance financial_market business_valuation risk_management excel_formulas market_data emerging_technologies cryptography risk_analysis fundraising crowdsourcing equity probability_distribution investment financial_analysis entrepreneurship finance microsoft excel
building strategic foresight capability,system thinking strategic_thinking forecasting strategic decisionmaking stakeholder_engagement organizational_strategy complex_problem solving business_transformation_business_strategy trend_analysis_innovation creativity emerging_technologies
generativeai customer success,customer success management_generative ai_agents customer_service customer_support customer_experience_improvement_customer_engagement personalized_service operational_efficiency technology_strategies_business_process_automation_data_ethics automation business_ethics
animal welfare clinic,clinical experience patient preparation patient_education counseling vital_sign surgery patient_evaluation patient_treatment environmental_science behavior_management stress_management nonverbal_communication
story infection,health_disparities infectious_disease public_health disease_prevention molecular cellular microbiology health_equity socioeconomics public_health microbiology pathology patient_evaluation infection_control patient_treatment preventative_care vital_sign
global environmental_management,water_resources energy utility environmental_engineering natural_resource_management civil_engineering environment environmental_management_systems public work land_management environmental_resource_management environmental_science cultural_responsiveness waste minimization
dataoriented python_programming debugging,numpy debugging pandas_python_package statistics_data_analysis critical_thinking
django everybody,application_deployment django web_framework objectrelational_mapping html cs model_view_controller jquery ajax json database_design_application_frameworks database web_applications sql application_development object oriented_programming_oop web_development_data_modeling javascript application_security cascading_style_sheets_css
influencer marketing_strategy,social_media_strategy social_media_campaigns content_marketing social_media_marketing_effectiveness digital_media_strategy_marketing_strategies campaign_management_return investment key_performance_indicators kpis drive_engagement marketing budget brand_awareness influencing customer_engagement marketing_analytics content_creation presentation target_audience
happiness science practice ancient indian wisdom,mindfulness emotional_intelligence selfawareness personal_development compassion mental_health stress_management resilience relationship_building psychology empathy neurology
introduction logic,logical_reasoning computational_logic deductive_reasoning computational_thinking problem solving business_logic functional design_programming_principles
postgresql everybody,stored_procedure database_design sql relational database nosql postgresql_database_architecture administration_database theory database_management_systems_data_modeling_databases json scalability database_management query_language cloud_applications data_manipulation text_mining_data_integrity natural_language_processing
object oriented_programming,pseudocode c_programming_language_object oriented_programming_oop_object oriented_design integrated_development_environments computer_programming development_environment programming_principles debugging_data_structures program_development algorithm interactive_design_software_engineering test_data_data_validation unit_testing_data_importexport_data_management commandline_interface
introduction medical software,clinical_trial software_development_life_cycle software_quality_assurance systems_development usability software_development medical_privacy human_computer_interaction verification validation risk_management medical management_user_interface_ui health_care_procedure regulation software_design healthcare_industry_knowledge regulatory_compliance health_technology software_testing entrepreneurship user_research
sustainable design practice building_design,waste minimization environmental_engineering_construction natural_resource_management_construction_management environmental_resource_management energy utility environment resource_management building_code hvac building_design water_resources architecture construction landscape architecture thermal_management_project_management architectural_design product_lifecycle_management environmental_science human_factors
six sigma white belt,root_cause_analysis six sigma_methodology quality_improvement_process_improvement lean six sigma quality_management pareto chart kaizen methodology statistical_process control lean_methodologies data_visualization_data_analysis
introduction comparative indoeuropean linguistics,ancient_history culture language learning language interpretation translation study anthropology oral_comprehension grammar timeline literacy research_research_methodologies
natural_language_processing attention model,natural_language_processing pytorch_machine_learning_library kera neural network library deep_learning_tensorflow machine_learning_methods artificial_intelligence_artificial_neural_networks data_processing
algorithmic toolbox,algorithm program_development debugging development_testing_test engineering_software_testing computational_thinking test_case computer_programming_programming_principles data_structure theoretical_computer_science bioinformatics design_strategies
blood film morphology practical guide,blood collection pathology laboratory_testing medical laboratory clinical laboratory science child_health image_analysis maternal_health infectious_disease laboratory_equipment pediatrics
generative ai web_development,prompt_engineering openai chatgpt debugging generative ai large_language_modeling pseudocode integrated_development_environments artificial_intelligence_software_development_tools_software_installation cloud_applications code_review application_programming_interface_api system_configuration web_development_tools_software_development_application_development_data_ethics program_development
embedded_software_development,embedded_software c_programming_language embedded_systems debugging peripheral_device integrated_development_environments development_environment system_programming electronics electronic_systems_software_development_tools hardware_architecture_data_structures hardware troubleshooting microarchitecture programming_principles performance_tuning computer_architecture c_programming_language_data_storage
java fullstack developer,angular web_applications html cs web_development eclipse software javascript framework spring_boot object oriented_programming_oop restful_api java programming model_view_controller object oriented_design hypertext markup language html frontend_web_development_software_development_tools spring_framework java web_services cascading_style_sheets_css javascript
finance merger acquisition valuation pricing,mergers_acquisitions business_valuation private_equity financial_analysis financial_modeling capital_markets corporate_finance market_data cash_flow business_strategy
machine_learning,regression_analysis applied_machine_learning feature_engineering machine_learning_image_analysis unsupervised_learning artificial_intelligence machine_learning_aiml predictive_modeling classification regression_tree_cart supervised_learning bayesian_statistics statistical_modeling artificial_intelligence deep_learning_data_mining computer_vision statistical_machine_learning predictive_analytics text_mining machine_learning_algorithms
heavy manufacturing,equipment_design manufacturing_processes plant_operations management hydraulics manufacturing_operations chemical_engineering production_process process_engineering control_system manufacturing standard automation internet_of_things mechanical_engineering quality_assurance mechanical_design_engineering_practices technical standard maintenance_repair facility_services thermal_management_construction_inspection
natural_language_processing sequence model,natural_language_processing artificial_neural_networks pytorch_machine_learning_library deep_learning_tensorflow text_mining machine_learning_methods
sequence time_series prediction,tensorflow time_series_analysis forecasting applied_machine_learning deep_learning predictive_modeling artificial_neural_networks forecasting_data_processing_machine_learning
excel skill business intermediate,excel_formulas microsoft excel excel macro data_validation spreadsheet_software_data_modeling financial_forecasting workflow_management_data_integrity business_modeling automation
relationship_management business_development,business_development relationship_management rapport_building sale professional networking communication upselling target_market business_communication stakeholder_engagement business_strategies customer_retention organizational_development market_research active_listening
kotlin java developer,kotlin object oriented_programming_oop java java programming android development intellij idea interoperability unit_testing
excel skill business advanced,dashboard microsoft excel excel_formulas spreadsheet_software_data_analysis_expressions dax data_cleansing finance_business_intelligence_software_data_validation financial_modeling_data_visualization loan depreciation automation
financial_reporting,balance_sheet revenue_recognition financial_accounting financial_reporting depreciation financial_statement_analysis generally accepted accounting principle gaap account receivable accounting inventory_accounting_income_statement financial_statement cash_management accrual_accounting_tax_management fixed_asset cash_flow asset_management international financial_reporting standard technical accounting
semiconductor characterization,semiconductor electronic_components failure_analysis electronic_systems image_analysis electronics laboratory_equipment basic electrical_system electrical_engineering_laboratory_testing manufacturing_processes process control chemistry laboratory_research_data_analysis_software quantitative_research scientific_visualization estimation qualitative_research_engineering_calculations
solar energy system_design,electrical_system electrical_power basic electrical_system equipment_design energy utility electrical_equipment survey_creation system_requirements engineering_calculations performance_testing physical_science spatial_analysis_estimation physic
building scalable java microservices spring_boot spring cloud,microservices application_deployment google cloud platform cloud_applications spring_boot kubernetes java software_architecture_data_migration cloud_services application_performance_management_application_programming_interface_api_databases
aspnet experienced developer,c_programming_language aspnet net_framework object oriented_programming_oop docker_software restful_api azure devops model_view_controller json containerization microservices web_services devops middleware computer_programming web_applications backend web_development cicd programming_principles server side
natural_language_processing tensorflow,tensorflow natural_language_processing generative ai deep_learning artificial_intelligence machine_learning_aiml artificial_neural_networks text_mining machine_learning_data_processing
territory sale strategy technique,sale territory management sales_sales management enterprise sale consultative selling sales_sales_strategy sale training market_opportunities market_analysis sale operation sales_process market_research competitive_intelligence customer_relationship_management_negotiation
object oriented java programming_data_structures beyond,unit_testing growth_mindedness data_structures_graph_theory eventdriven_programming interactive_data_visualization java java programming network_analysis object oriented_programming_oop technical_communication development_testing_user_interface_ui software_testing_computer_programming adaptability object oriented_design performance_tuning algorithm problem solving
exploratory_data_analysis machine_learning,exploratory_data_analysis_feature_engineering statistical_inference statistical_hypothesis_testing_data_processing_data_access anomaly detection statistical_analysis_data_analysis_data_cleansing_data_manipulation machine_learning probability_statistics_data_transformation workflow_management scalability
biomedical visualisation,d_modeling medical_terminology augmented virtual_reality_arvr anatomy virtual_reality animation image_analysis biology medical_imaging augmented reality
process mining_data_science action,business_process process_analysis_process_improvement business_process_management_data_mining process_design_process_optimization_data_processing operational_analysis_real_time_data_data_science verification validation_data_validation
certified information security manager cism,security_management_vulnerability_assessments threat_management management_security_strategy cyber governance_risk_management_framework security control cyber_risk security_awareness disaster_recovery
crash course causality inferring causal effect observational data,r_programming statistical_analysis statistical_method statistical software statistical_modeling statistical_inference data_analysis_probability_statistics regression_analysis_research_design graph_theory
sustainability reporting regulation implementation,environmental social corporate_governance_esg sustainability reporting corporate_sustainability business reporting_data storytelling compliance reporting_data_visualization management reporting environmental_regulations compliance_management financial_reporting annual report stakeholder_communications strategic_communication corporate communications_business_ethics regulatory_requirements stakeholder_engagement benchmarking report writing
python cybersecurity,mitre attck framework cyber_threat hunting threat_detection_threat_modeling cybersecurity_network_security cyber_security_strategy system monitoring cyber operation continuous_monitoring cyber_threat_intelligence incident_response scripting network monitoring commandline_interface persistence python_programming_data_access authorization_computing computer_programming
oral cavity portal health disease,oral dental_care oral health dental_care dentistry cardiology general medicine medical_terminology oncology chronic_diseases anatomy pharmacology
ai medical prognosis,risk_modeling decision_tree learning predictive_modeling feature_engineering applied_machine_learning random_forest algorithm forecasting machine_learning statistical_method statistical_analysis_probability_statistics_data_analysis_regression_analysis deep_learning
playwright python pytest web automation testing,continuous_integration test_automation authentication cicd software_testing unit_testing development_environment behaviordriven_development_application_programming_interface_api eventdriven_programming test_case test_data github cascading_style_sheets_css user_interface_ui verification validation debugging
microsoft administrator,azure active_directory data loss prevention endpoint_security_cloud_security active_directory personally identifiable_information multifactor_authentication data_security multitenant cloud environment user provisioning single signon sso security control threat_management rolebased_access_control rbac user_accounts
introduction advanced calculus,advanced_mathematics integral_calculus calculus mathematical_theory_analysis differential_equation applied_mathematics engineering_calculations mathematical_modeling linear_algebra physic derivative
modernizing data lake data warehouse google cloud,data lakes_data warehousing cloud engineering google cloud platform data_infrastructure_cloud_storage_data_pipelines big_data_data_processing_data_transformation sql scalability
python finance investment fundamental data analytics,regression_analysis_risk_analysis portfolio_management_risk_management financial_modeling statistical_analysis_data_visualization investment_management simulation financial_forecasting python_programming matplotlib pandas_python_package jupyter numpy data_manipulation
precision_medicine,precision_medicine medical_science research healthcare_ethics pharmacology health_informatics bioinformatics clinical_research primary_care_health_care oncology molecular_biology patient_education counseling data_analysis environmental_science risk_analysis
financial_statement ratio analysis accountant,financial_statement_analysis financial_statement financial_analysis balance_sheet financial_reporting accounting_income_statement equity business_valuation finance return investment financial_forecasting securities_finance cash_flow
clinical_data_science,tidyverse r_package clinical_data_management extract_transform_load_data_modeling clinical_research_data_manipulation predictive_modeling_database_design google cloud platform intensive_care unit data_ethics_data_quality risk_modeling natural_language_processing health_informatics statistical_modeling bioinformatics text_mining_data_processing r_programming
effective leadership master management style,leadership_development_leadership_leadership management_team_leadership adaptability business_leadership_people_management_team_management_team_motivation selfawareness
system biology biotechnology,matlab bioinformatics quantitative_research unsupervised_learning_data_synthesis mathematical_modeling molecular_biology pharmacology science research analytical_skills scientific_method differential_equation computational_logic biochemistry laboratory_experience analysis systems_analysis applied_mathematics network_analysis biology
building ai cloud apps microsoft azure,cloud development image_analysis anomaly detection prompt_engineering microsoft copilot microsoft azure cloud_storage_data_storage cloud_applications text_mining microsoft development_tools unsupervised_learning_data_storage_technologies natural_language_processing cloud hosting continuous_deployment_data_ethics computer_vision cloud_computing machine_learning
foundation virology vaccinology,infectious_disease infection_control public_health disease_prevention molecular_biology epidemiology microbiology life_science public_health medical_science research pharmaceutical clinical_trial laboratory_research pharmacology new_product_development biology molecular cellular microbiology innovation manufacturing_processes
fundamental audio music engineering part musical sound electronics,basic electrical_system music electrical_engineering_electronics electronic_components electronics_engineering electrical_system instrumental_music vibration equipment_design_construction mechanical_design
modeling control power electronics,power electronics control_system electronic_systems electrical_engineering electrical_power electric_power_systems_electronics_engineering_analysis_simulations electronics_engineering_simulation simulation_software mathematical_modeling semiconductor matlab technical_design electrical_equipment systems_design verification validation systems_analysis design specification
introduction fpga design embedded_systems,fieldprogrammable gate array fpga hardware_design electronic_systems embedded_systems_electronics_engineering_application specific integrated circuit electronics schematic diagram technical_design hardware_architecture design_software verification validation simulation simulation_software digital_design
accounting decision making,financial_statements_accounting decision making
advanced leadership skill century,leadership_development crisis_management strategic_leadership organizational_change leadership organizational_leadership_leadership management_team_leadership_business_leadership change_management diversity_equity inclusion_initiatives visionary team_management_team building dealing ambiguity organizational_strategy coaching professional_development employee_performance_management mentorship
r_programming,statistical_analysis_r_programming statistical_programming_data_analysis debugging simulation computer_programming_tools program_development_data_structures performance_tuning data_importexport
health_information literacy data analytics,data_governance_data_quality_data_integration_data dictionary data_validation health_informatics data_modeling extract_transform_load health_systems_data_management metadata_management_health_care data compilation analytics_data_mapping healthcare_industry_knowledge data_analysis_data_cleansing health_information_management_taxonomy
c_programming everybody,c_programming_language c_programming_language_object oriented_programming_oop data_structure programming_principles algorithm computer_programming software_design_application_security other_programming_languages python_programming system_programming_computer_architecture java performance_tuning numerical_analysis unix computer_science debugging
science diet exercise,nutrition diet kinesiology vital_sign physical_therapy clinical nutrition nutrition education stress_management pharmacology biochemistry systems_of_measurement biology preventative_care anatomy
generative ai enhance data analytics career,generative ai_data storytelling openai analytics_data_analysis artificial_intelligence machine_learning_aiml dashboard prompt_engineering_chatgpt data_ethics_data_visualization_software sql python_programming query_language
foundation ai machine_learning,data_management artificial_intelligence machine_learning_aiml infrastructure_architecture_cloud_infrastructure mlops_machine_learning_operations application_deployment_data_processing_data_cleansing artificial_intelligence_data_security_application_frameworks pytorch_machine_learning_library_machine_learning_tensorflow data_pipelines scikit learn_machine_learning_library scalability
