title,organization,rating,review_count,difficulty,course_type,duration,skills,url,is_free,course_id
Digital Health,Imperial College London,4.539189189189189,296,Intermediate,Specialization,ONE_TO_THREE_MONTHS,"Health Technology, Data Visualization Software, Telehealth, Agile Methodology, Health Disparities, Health Informatics, Health Care, Health Care Procedure and Regulation, Health Systems, Electronic Medical Record, Health Information Management, Interoperability, Public Health, Epidemiology, Tableau Software, Digital Transformation, User Centered Design, Technology Strategies, Big Data, Analytics",/specializations/digitalhealth,False,s12n~xqSTqaQeEeqK2Q6xUWz2Fw
"Teaching with Art: Using Inquiry, Activities, and Themes",The Museum of Modern Art,4.789851485148515,2020,Intermediate,Specialization,THREE_TO_SIX_MONTHS,"Design Thinking, Art History, Liberal Arts, Lesson Planning, Literacy, Creative Thinking, Aesthetics, Learning Styles, Teaching, Learning Strategies, Social Studies, Empathy, Emotional Intelligence, Creativity, Instructional Strategies, Student Engagement, Self-Awareness, Curriculum Planning, Curriculum Development, Collaboration",/specializations/teaching-with-art,False,s12n~Opxox4xaSq2kDzEyXExssg
AI for Mechanical Engineers,University of Michigan,4.072727272727272,55,Intermediate,Specialization,ONE_TO_THREE_MONTHS,"Machine Learning Methods, Artificial Intelligence and Machine Learning (AI/ML), Precision Medicine, Generative AI, Machine Learning, Artificial Intelligence, Machine Learning Algorithms, Energy and Utilities, Image Analysis, Computer-Aided Design, Design Thinking, Technical Design, Deep Learning, Computer Vision, Medical Imaging, Statistical Machine Learning, Reinforcement Learning, Electric Power Systems, Bioinformatics, Artificial Neural Networks",/specializations/ai-for-mechanical-engineers,False,s12n~yhVe4SiFTQmpIbGvlFfblQ
Generative Adversarial Networks (GANs),DeepLearning.AI,4.703610875106204,2354,Intermediate,Specialization,ONE_TO_THREE_MONTHS,"Generative AI, PyTorch (Machine Learning Library), Image Analysis, Deep Learning, Artificial Neural Networks, Data Ethics, Applied Machine Learning, Computer Vision, Machine Learning, Unsupervised Learning, Artificial Intelligence, Information Privacy, Performance Testing, Machine Learning Algorithms",/specializations/generative-adversarial-networks-gans,False,s12n~I7xTyNLAEeqdUQo9B2YGiw
Decentralized Finance (DeFi): The Future of Finance,Duke University,4.798274960794564,1913,Intermediate,Specialization,THREE_TO_SIX_MONTHS,"Blockchain, Loans, FinTech, Lending and Underwriting, Cyber Risk, Operational Risk, Scalability, Security Testing, Regulatory Compliance, Interoperability, Commercial Lending, Payment Systems, General Lending, Risk Management, Derivatives, Key Management, Cryptography, Finance, Entrepreneurial Finance, Entrepreneurship",/specializations/decentralized-finance-duke,False,s12n~2n4hFAnMEeyonwp6saxccQ
"Data Ethics, AI and Responsible Innovation",The University of Edinburgh,4.9523809523809526,21,Intermediate,Course,ONE_TO_THREE_MONTHS,"Data Ethics, Law, Regulation, and Compliance, Data Security, Information Privacy, Data Governance, Big Data, Analytical Skills, Ethical Standards And Conduct, Artificial Intelligence, Machine Learning, Social Sciences, Diversity Awareness, Accountability, Decision Making, Innovation, Algorithms",/learn/data-ethics-ai-and-responsible-innovation,False,course~REmcuLN-Ee669goen0MuGQ
Data Science Foundations: Statistical Inference,University of Colorado Boulder,4.412111801242236,322,Intermediate,Specialization,THREE_TO_SIX_MONTHS,"Statistical Hypothesis Testing, Probability, Probability & Statistics, Probability Distribution, Statistical Inference, Statistical Methods, Statistics, Bayesian Statistics, Data Science, Sampling (Statistics), Data Ethics, Statistical Analysis, Quantitative Research, Sample Size Determination",/specializations/statistical-inference-for-data-science-applications,False,s12n~RXmxbqnWEeqiXA7IcNvdCw
Software Development Lifecycle,University of Minnesota,4.718812493557363,9701,Intermediate,Specialization,THREE_TO_SIX_MONTHS,"User Story, Agile Software Development, Software Design Patterns, Design Thinking, Software Development Methodologies, Software Design, Agile Methodology, Agile Project Management, Process Mapping, Software Engineering, Kanban Principles, Software Development Life Cycle, Software Quality Assurance, Application Security, Scrum (Software Development), Object Oriented Design, Software Architecture, User Experience Design, Software Quality (SQA/SQC), Requirements Analysis",/specializations/software-development-lifecycle,False,s12n~9FGXduzMEeaPUAr6dzYJCA
Sports Performance Analytics,University of Michigan,4.4802325581395355,258,Intermediate,Specialization,THREE_TO_SIX_MONTHS,"Forecasting, Statistical Methods, Regression Analysis, Data Cleansing, Scikit Learn (Machine Learning Library), Supervised Learning, Data Processing, Statistical Hypothesis Testing, Correlation Analysis, Predictive Analytics, Predictive Modeling, Matplotlib, Data Manipulation, Applied Machine Learning, Kinesiology, Injury Prevention, Analytics, Data Analysis, Statistical Analysis, Python Programming",/specializations/sports-analytics,False,s12n~Z_bikIcqEemeXQrk27GqYA
AI for Web Developers,Scrimba,4.563461538461539,208,Intermediate,Specialization,ONE_TO_THREE_MONTHS,"Prompt Engineering, Cloud Applications, OpenAI, HTML and CSS, ChatGPT, Application Deployment, API Gateway, Cloud Hosting, Generative AI, Web Development, GitHub, Cloud Security, Front-End Web Development, Version Control, Data Ethics, Application Programming Interface (API), Mobile Development, Debugging, Large Language Modeling, Artificial Intelligence",/specializations/intro-to-ai-for-web-developers,False,s12n~mQxlt291QlW6_WiEutRVDg
Microsoft Azure Security Engineer Associate (AZ-500),Microsoft,4.6068376068376065,117,Intermediate,Professional Certificate,THREE_TO_SIX_MONTHS,"Azure Active Directory, Data Security, Multi-Factor Authentication, Microsoft Azure, Role-Based Access Control (RBAC), Cloud Security, Active Directory, Threat Modeling, Security Strategy, Data Storage, Application Security, Database Architecture and Administration, Virtual Machines, Infrastructure Security, Kubernetes, Continuous Monitoring, Web Applications, Cyber Governance, System Monitoring, Network Security",/professional-certificates/microsoft-azure-security-engineer-associate,False,s12n~5xcDP2tDRXylIi_FVNo7jw
Introduction to Financial Engineering and Risk Management,Columbia University,4.641114982578397,287,Intermediate,Course,ONE_TO_THREE_MONTHS,"Financial Market, Securities (Finance), Derivatives, Financial Systems, Actuarial Science, Mathematical Modeling, Applied Mathematics, Financial Trading, Capital Markets, Financial Services, Securities Trading, Futures Exchange, Equities, Finance, Financial Modeling, Market Liquidity, Risk Modeling, Probability, Risk Management, Portfolio Management",/learn/financial-engineering-intro,False,course~MzfG3f9QEei65w7Gl4XZlA
Troubles du spectre de l'autisme : diagnostic,University of Geneva,4.889578163771712,806,Intermediate,Course,ONE_TO_THREE_MONTHS,"Autism Spectrum Disorders, Patient Evaluation, Patient Education And Counseling, Parent Communication, Child Development, Psychological Evaluations, Pediatrics, Psychiatry, Working With Children, Psychosocial Assessments, Child Health, Mental Health Diseases and Disorders, Psychiatric And Mental Health Nursing, Health Assessment, Clinical Psychology, Disabilities, Interpersonal Communications",/learn/troubles-spectre-autisme-diagnostic,True,course~3XeZ-rf6EeigPQ5cWgZBBg
Inspired Leadership,Case Western Reserve University,4.739891556932609,2582,Intermediate,Specialization,THREE_TO_SIX_MONTHS,"Employee Coaching, Coaching, Negotiation, Emotional Intelligence, Empathy, Leadership Development, Compassion, Leadership, Organizational Change, Organizational Development, Organizational Leadership, Empowerment, Culture Transformation, Strategic Leadership, People Development, Active Listening, Personal Development, Drive Engagement, Professional Development, Leadership and Management",/specializations/inspired-leadership,False,s12n~_4M35p3hEeW71hJz8qxoWw
Finance for Non-Financial Managers,Emory University,4.4,440,Intermediate,Course,ONE_TO_THREE_MONTHS,"Financial Statement Analysis, Financial Statements, Financial Analysis, Income Statement, Balance Sheet, Finance, Financial Modeling, Risk Management, Financial Management, Corporate Finance, Microsoft Excel, Accounting, Spreadsheet Software, General Finance, Cash Flows, Investments",/learn/finance-for-non-financial-managers,False,course~01MWvUeMEeaeRgqQhMBV5Q
Web Applications for Everybody,University of Michigan,4.716697267523488,9259,Intermediate,Specialization,THREE_TO_SIX_MONTHS,"Database Design, SQL, MySQL, PHP (Scripting Language), Relational Databases, JSON, jQuery, Hypertext Markup Language (HTML), Javascript and jQuery, Ajax, Databases, Data Modeling, Database Application, Database Development, Debugging, Web Applications, Object Oriented Programming (OOP), Web Development, Authentications, Javascript",/specializations/web-applications,False,s12n~KprTCVwuEeeHKw5ZA3aUVA
Programming with Google Go,"University of California, Irvine",4.5895476353666895,2918,Intermediate,Specialization,THREE_TO_SIX_MONTHS,"Go (Programming Language), Object Oriented Programming (OOP), Algorithms, JSON, Programming Principles, OS Process Management, Functional Design, Data Structures, Other Programming Languages, System Programming, Development Environment, Software Design, Remote Access Systems, Software Installation, Operating Systems, File Management, Program Development, Computer Architecture",/specializations/google-golang,False,s12n~fpgfB6rEEeehUAoZLUjGpg
Machine Learning for Trading,"Google Cloud, New York Institute of Finance, Google Cloud, New York Institute of Finance",3.858109280138768,1153,Intermediate,Specialization,ONE_TO_THREE_MONTHS,"Tensorflow, Keras (Neural Network Library), Machine Learning, Google Cloud Platform, Applied Machine Learning, Financial Trading, Reinforcement Learning, Supervised Learning, Data Pipelines, Time Series Analysis and Forecasting, Statistical Machine Learning, Technical Analysis, Deep Learning, Portfolio Management, Machine Learning Methods, Artificial Neural Networks, Securities Trading, Artificial Intelligence and Machine Learning (AI/ML), Market Data, Financial Market",/specializations/machine-learning-trading,False,s12n~y8Xuwd_XEemocxJGJR9AKg
Diversity and Inclusion in Education,University of Glasgow,4.815340909090909,352,Intermediate,Course,ONE_TO_FOUR_WEEKS,"Diversity Awareness, Pedagogy, Differentiated Instruction, Teaching, Special Education, Disabilities, Cultural Diversity, Diversity Equity and Inclusion Initiatives, Curriculum Development, Student-Centred Learning, Student Engagement",/learn/diversity-and-inclusion-education,False,course~fnysY_8UEeqcDgo9spofpw
Excel Skills for Business: Intermediate I,Macquarie University,4.8899405552028625,17327,Intermediate,Course,ONE_TO_THREE_MONTHS,"Microsoft Excel, Dashboard, Spreadsheet Software, Excel Formulas, Data Analysis Expressions (DAX), Consolidation, Business Reporting, Data Management, Data Cleansing, Automation",/learn/excel-intermediate-1,False,course~ZS2v-E_kEeeqIxKkUVGiXg
Electronic Music Production,Berklee,4.772859664607238,2266,Intermediate,Specialization,THREE_TO_SIX_MONTHS,"Musical Composition, File Management, Music Performance, Music, Media Production, Music Theory, Instrumental Music, Performing Arts, Creativity, Peer Review, Automation, Electronic Media, Design Software, Editing, Patch Management, Software Installation, System Requirements",/specializations/electronic-music-production,False,s12n~2KkR_3WQEemPfw4P9nDoLg
Site Reliability Engineering: Measuring and Managing Reliability,Google Cloud,4.547290116896918,941,Intermediate,Course,ONE_TO_THREE_MONTHS,"Site Reliability Engineering, Service Level, DevOps, System Monitoring, Continuous Monitoring, Risk Management Framework, Cloud Computing, Software Documentation",/learn/site-reliability-engineering-slos,False,course~zMg9YpBtEeiWbhI9enrBdA
AI for Cybersecurity,Johns Hopkins University,4.391304347826087,46,Intermediate,Specialization,THREE_TO_SIX_MONTHS,"Anomaly Detection, Generative AI, Intrusion Detection and Prevention, Malware Protection, Continuous Monitoring, Cybersecurity, Threat Detection, Cyber Threat Intelligence, Feature Engineering, Network Analysis, Cyber Attacks, Email Security, System Design and Implementation, Network Security, Artificial Intelligence and Machine Learning (AI/ML), Threat Modeling, Jupyter, Authentications, Deep Learning, Machine Learning Software",/specializations/ai-for-cybersecurity,False,s12n~5AkCbn3PSXGPJ6aoloYNbA
Emotional Intelligence: Cultivating Immensely Human Interactions,University of Michigan,4.7387580299785865,467,Intermediate,Course,ONE_TO_FOUR_WEEKS,"Non-Verbal Communication, Mentorship, Emotional Intelligence, Personal Development, Self-Awareness, Interpersonal Communications, Social Skills, Coaching, Empathy, Leadership Development, Team Performance Management, Resilience, Team Building, Leadership",/learn/emotional-intelligence-cultivating-immensely-human-interactions,False,course~MceJa95cEeu-EQpycSBBow
Auditing I: Conceptual Foundations of Auditing,University of Illinois Urbana-Champaign,4.705426356589148,645,Intermediate,Course,ONE_TO_THREE_MONTHS,"Financial Auditing, Auditing, Auditors Report, Generally Accepted Auditing Standards, Audit Planning, External Auditing, Certified Public Accountant, Financial Reporting, Internal Controls, Quality Assessment, Ethical Standards And Conduct, Financial Statements, Business Ethics, Risk Analysis",/learn/auditing-part1-conceptual-foundations,False,course~RqpO5PZcEeeLtRL2HSwRMA
Fundamentals of Reinforcement Learning,"University of Alberta, Alberta Machine Intelligence Institute",4.7590192644483365,2855,Intermediate,Course,ONE_TO_THREE_MONTHS,"Reinforcement Learning, Machine Learning, Machine Learning Algorithms, Artificial Intelligence, Markov Model, Algorithms, Probability Distribution",/learn/fundamentals-of-reinforcement-learning,False,course~qDmY1BRlEemltgqXz7ze5A
Introduction to OSHA: Safety Standards and Compliance,Coursera Instructor Network,4.786069651741293,201,Intermediate,Course,ONE_TO_FOUR_WEEKS,"Occupational Safety and Health Administration (OSHA), Occupational Safety And Health, Safety Training, Health And Safety Standards, Safety Culture, Compliance Management, Regulatory Compliance, Labor Law",/learn/introduction-to-osha-safety-standards-and-compliance,False,course~k50nXYU3Ee-HnxIaoRsVow
Investment Management in an Evolving and Volatile World by HEC Paris and AXA Investment Managers,HEC Paris,4.581306017925736,781,Intermediate,Course,ONE_TO_FOUR_WEEKS,"Investment Management, Portfolio Management, Investments, Asset Management, Wealth Management, Financial Market, Finance, Risk Management, Financial Regulation, Performance Analysis, Risk Analysis, Microsoft Excel",/learn/investment-management,False,course~NDBJAUWDEeWbNhIvIryYow
Microsoft Azure Developer Associate (AZ-204) Exam Prep,Microsoft,4.562406015037594,266,Intermediate,Professional Certificate,THREE_TO_SIX_MONTHS,"Cloud Development, Microsoft Azure, Cloud Storage, Data Storage, Serverless Computing, Software Development, Cloud Security, Virtual Machines, Data Storage Technologies, CI/CD, Continuous Deployment, Development Environment, Cloud Management, Application Deployment, Cloud Applications, Data Security, Cloud Computing, Microsoft Power Automate/Flow, Event-Driven Programming, C# (Programming Language)",/professional-certificates/azure-developer-associate,False,s12n~CfdKff91EeuZUwo0DiKPEw
Software Testing and Automation,University of Minnesota,4.260960334029228,958,Intermediate,Specialization,THREE_TO_SIX_MONTHS,"Open Web Application Security Project (OWASP), Cucumber (Software), Software Testing, Selenium (Software), Gherkin (Scripting Language), JUnit, Verification And Validation, Test Automation, Unit Testing, Security Testing, Regression Testing, Test Case, Testability, Behavior-Driven Development, Code Coverage, Performance Testing, Development Testing, Test Planning, Acceptance Testing, Software Quality Assurance",/specializations/software-testing-automation,False,s12n~vHSjChiaEee7TQ7l_NHX0g
Power Electronics,University of Colorado Boulder,4.7173974875562905,4219,Intermediate,Specialization,THREE_TO_SIX_MONTHS,"Power Electronics, Control Systems, Semiconductors, Electronic Systems, Electrical Engineering, USB, Electrical Systems, Electronic Components, Electronics, Electrical Power, Electric Power Systems, Systems Analysis, Simulation and Simulation Software, Basic Electrical Systems, Engineering Analysis, Mathematical Modeling, Systems Design, Technical Design, Thermal Management, Design Specifications",/specializations/power-electronics,False,s12n~Dxf4mLPAEeWv5A7DLfWrAQ
Machine Learning: Theory and Hands-on Practice with Python,University of Colorado Boulder,3.5678260869565213,115,Intermediate,Specialization,THREE_TO_SIX_MONTHS,"Unsupervised Learning, Supervised Learning, Deep Learning, Machine Learning Algorithms, Exploratory Data Analysis, Dimensionality Reduction, Keras (Neural Network Library), Applied Machine Learning, Machine Learning, Scikit Learn (Machine Learning Library), Data Science, Computer Vision, Predictive Modeling, Image Analysis, Artificial Intelligence and Machine Learning (AI/ML), Artificial Neural Networks, Random Forest Algorithm, Generative AI, Statistical Machine Learning, Python Programming",/specializations/machine-learnin-theory-and-hands-on-practice-with-pythong-cu,False,s12n~5bGnNd9oEeurEBJpe_RDSQ
Competitive Strategy and Organization Design,Ludwig-Maximilians-Universität München (LMU),4.737215601300108,3692,Intermediate,Specialization,THREE_TO_SIX_MONTHS,"Mergers & Acquisitions, Customer Retention, Business Research, Business Strategy, Organizational Structure, Organizational Strategy, Peer Review, Strategic Thinking, Game Theory, Competitive Analysis, Strategic Partnership, Product Strategy, Report Writing, Business Consulting, Growth Strategies, Organizational Effectiveness, Strategic Decision-Making, Management Consulting, Analysis, Business Reporting",/specializations/competitive-strategy,False,s12n~qUb622STEeadZgrEl6bjgQ
MBA Essentials,University of Glasgow,4.635,200,Intermediate,Course,ONE_TO_FOUR_WEEKS,"Business Administration, Leadership Studies, Supply Chain, Digital Transformation, Supply Chain Management, Marketing, Financial Data, Innovation, Corporate Sustainability, Accounting, Business Modeling, Change Management, Business Economics, Project Management, Business Strategies, Global Marketing, Digital Marketing, B2B Sales",/learn/mba-essentials,True,course~65KPw75dEe2f_QqiHmxYNQ
Digital Signal Processing,École Polytechnique Fédérale de Lausanne,4.5289372599231745,781,Intermediate,Specialization,THREE_TO_SIX_MONTHS,"Digital Communications, Image Analysis, Telecommunications, Electrical Engineering, Electrical and Computer Engineering, Embedded Systems, Electronic Systems, Electronics Engineering, Computer Engineering, Engineering Calculations, Electronics, Programming Principles, Engineering Analysis, Numerical Analysis, Advanced Mathematics, Algorithms, Linear Algebra, Mathematical Modeling, Calculus, Applied Mathematics",/specializations/digital-signal-processing,False,s12n~0kc_rOadEeqw8Q4kKGlY4Q
Human Anatomy & Physiology I,Rice University,4.7890625,128,Intermediate,Specialization,THREE_TO_SIX_MONTHS,"Anatomy, Orthopedics, Kinesiology, Neurology, Medical Terminology, Biochemistry, Biology, Chemistry, Physical Therapy, Pathology, Molecular, Cellular, and Microbiology, Pharmacology, Radiography, Life Sciences, Lifelong Learning",/specializations/human-anatomy-physiology-1,False,s12n~mZJh7rLcEe2DNQpOhYGSRQ
Immunology: The Immune System and its Failures,Imperial College London,4.7491071428571425,336,Intermediate,Specialization,THREE_TO_SIX_MONTHS,"Infectious Diseases, Oncology, Microbiology, Epidemiology, Chronic Diseases, Public Health and Disease Prevention, Geriatrics, Public Health, Pathology, Pulmonology, Pharmacotherapy, Patient Treatment, Biology, Precision Medicine, Molecular, Cellular, and Microbiology, Treatment Planning, Medical Science and Research, Molecular Biology, Laboratory Research, Pharmacology",/specializations/immunology-the-immune-system-and-its-failures,False,s12n~5ITYuLSKEeu5VQ7j0l6laQ
Core Java,LearnQuest,4.620496427228282,2659,Intermediate,Specialization,THREE_TO_SIX_MONTHS,"Java Programming, Spring Framework, Java, Eclipse (Software), Object Oriented Programming (OOP), Object Oriented Design, Integrated Development Environments, Development Environment, Java Platform Enterprise Edition (J2EE), Software Design, Software Installation, Computer Programming, Programming Principles, Program Development, Virtual Machines, Web Development, Debugging, Package and Software Management, Data Structures, File Management",/specializations/core-java,False,s12n~oHAAm9czEeq2pQ75DN-BkQ
Payroll & HR Management ,Tally Education and Distribution Services Private Limited,4.25,36,Intermediate,Course,ONE_TO_FOUR_WEEKS,"Payroll, Payroll Systems, Payroll Administration, Payroll Processing, Payroll Reporting, Income Tax, Human Resources Software, Compensation Management, Tax Compliance, Tax Laws",/learn/payroll-hr--management,False,course~oNZYsuTwEe6PQQ5ZiTVI-w
Certified Associate in Project Management (CAPM),Packt,4.833333333333333,24,Intermediate,Specialization,ONE_TO_THREE_MONTHS,"Stakeholder Management, Project Documentation, Earned Value Management, User Requirements Documents, Risk Management, Product Management, Ethical Standards And Conduct, Leadership Studies, Kanban Principles, Waterfall Methodology, Business Process, Team Leadership, Project Schedules, Performance Management, Scaled Agile Framework, Project Management Software, Communication Planning, Business Modeling, Project Coordination, User Acceptance Testing (UAT)",/specializations/packt-certified-associate-in-project-management-capm,False,s12n~l09HJJOVQ_eKTnvpNefVBA
Ecology: Ecosystem Dynamics and Conservation,"American Museum of Natural History, Howard Hughes Medical Institute",4.841995221027479,3348,Intermediate,Course,ONE_TO_THREE_MONTHS,"Environment, Systems Thinking, Environmental Science, Natural Resource Management, Environmental Resource Management, Biology, Environmental Monitoring, Mathematical Modeling, Scientific Methods",/learn/ecology-conservation,True,course~lnyeIPbxEeeHQRLf02JF5g
BigQuery for Data Analysts,Google Cloud,4.516666666666667,60,Intermediate,Course,ONE_TO_THREE_MONTHS,"Looker (Software), Big Data, SQL, Data Pipelines, Data Transformation, Extract, Transform, Load, Data Warehousing, Data Cleansing, Data Analysis, Data Visualization Software, Google Sheets, Google Cloud Platform, Data Import/Export, Data Integrity",/learn/bigquery-for-data-analysts,False,course~lmx4OGjjEe6vIRJJdXRzxQ
"Anatomy of the Chest, Neck, Abdomen, and Pelvis",Yale University,4.834224598930481,1870,Intermediate,Course,ONE_TO_THREE_MONTHS,"Cardiology, Anatomy, Obstetrics And Gynecology, Gynecology, Urology, Patient Positioning, Neurology, Pulmonology, Nephrology, Medical Terminology, Pathology, Radiology, General Medical Tests and Procedures, Surgery",/learn/trunk-anatomy,True,course~8K8NHrfgEea2MQq2IjylnA
Machine Learning Foundations for Product Managers,Duke University,4.649373881932021,559,Intermediate,Course,ONE_TO_THREE_MONTHS,"Deep Learning, Unsupervised Learning, Classification And Regression Tree (CART), Machine Learning, Regression Analysis, Artificial Intelligence and Machine Learning (AI/ML), Artificial Neural Networks, Decision Tree Learning, Computer Vision, Supervised Learning, Natural Language Processing, Random Forest Algorithm, Data Science, Predictive Analytics, Algorithms, Performance Metric",/learn/machine-learning-foundations-for-product-managers,False,course~Bob8HYsxEeuqDwqw9ez0Fw
"Divide and Conquer, Sorting and Searching, and Randomized Algorithms",Stanford University,4.762775787290213,5303,Intermediate,Course,ONE_TO_FOUR_WEEKS,"Algorithms, Graph Theory, Data Structures, Theoretical Computer Science, Computational Thinking, Mathematical Theory & Analysis, Analysis, Probability, Design Strategies",/learn/algorithms-divide-conquer,False,course~B8E2c3blEear9RKoJLO5Cw
Neuromarketing,Johns Hopkins University,4.571428571428571,14,Intermediate,Specialization,THREE_TO_SIX_MONTHS,"Research Design, Science and Research, Laboratory Research, Research Methodologies, Research, Consumer Behaviour, Influencing, Marketing Psychology, Persuasive Communication, Statistical Analysis, Ethical Standards And Conduct, Data Analysis, Data Collection, Advertising, Behavioral Economics, Experimentation, Neurology, Decision Making, Qualitative Research, Psychology",/specializations/neuromarketing,False,s12n~VVO-fDEEQQag6C4yxj0iuA
Digitalisation in Aeronautics and Space,Technical University of Munich (TUM),4.641648590021692,461,Intermediate,Specialization,THREE_TO_SIX_MONTHS,"Global Positioning Systems, Human Factors, Manufacturing and Production, Manufacturing Processes, Digital Transformation, Control Systems, Aerospace Basic Quality System Standards, Telecommunications, Production Process, Automation, Structural Analysis, Engineering Analysis, Leadership, Big Data, Human Machine Interfaces, Cybersecurity, Robotic Process Automation, Mathematical Modeling, Artificial Intelligence, Engineering Design Process",/specializations/aerospace,False,s12n~RM8asLB_Eeq8swrFx8pPPQ
Introduction to Mechanics,Rice University,4.6430232558139535,258,Intermediate,Specialization,ONE_TO_THREE_MONTHS,"Mechanics, Torque (Physics), Physics, Problem Solving, Structural Analysis, Mechanical Engineering, Calculus, Engineering Calculations, Engineering Analysis, Physical Science, Mathematical Modeling, Algebra, Applied Mathematics, Geometry, Trigonometry",/specializations/introduction-to-mechanics,False,s12n~D8F-StJ_Eeq_0QrPeKSQWQ
Principles of Sustainable Finance ,Erasmus University Rotterdam,4.691894793344069,1863,Intermediate,Course,ONE_TO_THREE_MONTHS,"Environmental Social And Corporate Governance (ESG), Stakeholder Engagement, Corporate Sustainability, Risk Management, Sustainability Reporting, Business Ethics, Environmental Issue, Finance, Asset Management, Investment Management, Economics, Policy, and Social Studies, Banking, Business Strategy",/learn/sustainable-finance,True,course~LavAmus3EemMjhKUVpGhxg
Risk Management Professional (PMI-RMP®) Certification Course,LearnKartS,4.848387096774193,31,Intermediate,Specialization,ONE_TO_THREE_MONTHS,"Risk Analysis, Project Risk Management, Risk Management, Stakeholder Management, Risk Mitigation, Contingency Planning, Continuous Monitoring, Conflict Management, Business Risk Management, Risk Control, Performance Analysis, Stakeholder Engagement, Agile Project Management, Decision Making, Project Management, Operational Risk, Agile Methodology, Risk Appetite, Operational Analysis, User Story",/specializations/risk-management-certification,False,s12n~QVY46CdtRzGOge38WVDDAg
Project Management and Planning,Johns Hopkins University,4.753731343283582,67,Intermediate,Specialization,THREE_TO_SIX_MONTHS,"Project Closure, Work Breakdown Structure, Earned Value Management, Configuration Management, Project Portfolio Management, Negotiation, Project Management Life Cycle, Project Management, Project Schedules, Agile Methodology, Project Controls, Product Roadmaps, Scheduling, Conflict Management, Agile Project Management, Project Coordination, Risk Management, Project Planning, Team Leadership, Stakeholder Engagement",/specializations/project-management-and-planning,False,s12n~d-W8Nid8Rn20AdppV3LzsQ
CompTIA A+ Certification Core 1 (220-1101),Packt,4.648148148148148,54,Intermediate,Specialization,THREE_TO_SIX_MONTHS,"Network Troubleshooting, Display Devices, Networking Hardware, Virtual Machines, Dynamic Host Configuration Protocol (DHCP), Cloud Computing, Firewall, Mobile Security, USB, Computer Networking, Network Routers, Network Infrastructure, Network Switches, Cloud Security, Network Protocols, System Configuration, Data Storage, System Support",/specializations/packt-comptia-certification-core-1-220-1101,False,s12n~Lo83mZYpQSSAeqARK-fzKA
How Things Work: An Introduction to Physics,University of Virginia,4.80364238410596,3020,Intermediate,Course,ONE_TO_THREE_MONTHS,"Mechanics, Torque (Physics), Physics, Energy and Utilities, Experimentation",/learn/how-things-work,True,course~5TWYj6aKEeSKZCIACymNCQ
International Business Essentials,University of London,4.584979633401224,1964,Intermediate,Specialization,THREE_TO_SIX_MONTHS,"Financial Statements, Business Planning, Sampling (Statistics), Descriptive Statistics, Organizational Structure, Change Management, Data Presentation, Professional Networking, Business Mathematics, Verbal Communication Skills, Team Building, Team Management, Statistics, Business Strategy, Professionalism, Resource Allocation, Competitive Analysis, Linear Algebra, Mathematical Modeling, Business Strategies",/specializations/mba,False,s12n~Wk-9gU5kEeawMA4tKHMVIw
Introducción a la inteligencia artificial,Universidad Nacional Autónoma de México,4.628355704697986,596,Intermediate,Specialization,THREE_TO_SIX_MONTHS,"Bayesian Network, Computational Logic, Program Development, Artificial Intelligence, Markov Model, Artificial Intelligence and Machine Learning (AI/ML), Algorithms, Computational Thinking, Creativity, Game Theory, Engineering Software, Software Development, Generative AI, Python Programming, Theoretical Computer Science, Applied Machine Learning, Deductive Reasoning, Social Sciences, Machine Learning, Bioinformatics",/specializations/inteligencia-artificial,False,s12n~_9m_5qflEei_Two3ZowVVA
BIM Application for Engineers,National Taiwan University,4.68836291913215,507,Intermediate,Course,ONE_TO_THREE_MONTHS,"Autodesk Revit, Building Information Modeling, Autodesk, Construction Estimating, Simulation and Simulation Software, 3D Modeling, Construction Management, Data Integration",/learn/bim-application,True,course~dVt5vqEeEeiSlApOpDu8Gg
Data Mining,University of Illinois Urbana-Champaign,4.475059788179023,2927,Intermediate,Specialization,THREE_TO_SIX_MONTHS,"Data Visualization, Data Visualization Software, Text Mining, Data Presentation, Data Mining, Interactive Data Visualization, Data Storytelling, Dashboard, Tableau Software, Plot (Graphics), Natural Language Processing, Scatter Plots, Unsupervised Learning, Data Mapping, Unstructured Data, Statistical Analysis, Graphing, Big Data, Anomaly Detection, Analytics",/specializations/data-mining,False,s12n~DzS8V_hOEeWFBRLo60V7Aw
EU policy and implementation: making Europe work! ,Universiteit Leiden,4.397905759162303,191,Intermediate,Course,ONE_TO_THREE_MONTHS,"Policy Analysis, Public Policies, Policy Development, Political Sciences, Environmental Policy, Program Evaluation, Governance, Research, Immigration Law, Law, Regulation, and Compliance",/learn/eu-making-europe-work,True,course~_OZnMzM1EeaFHgo3JFU79w
Microsoft Generative AI for Data Analysis,Microsoft,4.27945205479452,73,Intermediate,Professional Certificate,THREE_TO_SIX_MONTHS,"Prompt Engineering, Data Storytelling, Data Presentation, Dashboard, Interactive Data Visualization, Generative AI, Data Ethics, Infographics, Data Visualization, Anomaly Detection, Excel Formulas, Predictive Modeling, Data Visualization Software, Microsoft Copilot, Business Reporting, Risk Analysis, Text Mining, Risk Management, Predictive Analytics, Automation",/professional-certificates/microsoft-genai-for-data-analysis,False,s12n~O7fHcpWzQfCaGN87rGkbAg
